    louvainCommunity  numSessions  numBuyers  numItems  numBoughtItems  communitySize  buyerRatio  boughtItemRatio
               39           67          0         6               0             73    0.000000         0.000000
               40           52          0         9               0             61    0.000000         0.000000
               41           47          0         2               0             49    0.000000         0.000000
               42           34          0        13               0             47    0.000000         0.000000
               43           27          0        19               0             46    0.000000         0.000000
               44           32          0         1               0             33    0.000000         0.000000
               45           25          0         5               0             30    0.000000         0.000000
               46           24          0         5               0             29    0.000000         0.000000
               47           25          0         2               0             27    0.000000         0.000000
               48           13          0        12               0             25    0.000000         0.000000
               49            9          0        15               0             24    0.000000         0.000000
               50           14          0         6               0             20    0.000000         0.000000
               51           18          0         2               0             20    0.000000         0.000000
               52           17          0         3               0             20    0.000000         0.000000
               53           18          0         1               0             19    0.000000         0.000000
               54           16          0         2               0             18    0.000000         0.000000
               55           12          0         1               0             13    0.000000         0.000000
               56            8          0         4               0             12    0.000000         0.000000
               57           11          0         1               0             12    0.000000         0.000000
               58           11          0         1               0             12    0.000000         0.000000
               59            4          0         8               0             12    0.000000         0.000000
               60            6          0         5               0             11    0.000000         0.000000
               61            9          0         2               0             11    0.000000         0.000000
               62            9          0         2               0             11    0.000000         0.000000
               63            9          0         1               0             10    0.000000         0.000000
               64            9          0         1               0             10    0.000000         0.000000
               65            9          0         1               0             10    0.000000         0.000000
               66            9          0         1               0             10    0.000000         0.000000
               67            9          0         1               0             10    0.000000         0.000000
               68            8          0         2               0             10    0.000000         0.000000
               69            8          0         2               0             10    0.000000         0.000000
               70            4          0         5               0              9    0.000000         0.000000
               71            8          0         1               0              9    0.000000         0.000000
               72            7          0         2               0              9    0.000000         0.000000
               73            8          0         1               0              9    0.000000         0.000000
               74            8          0         1               0              9    0.000000         0.000000
               75            8          0         1               0              9    0.000000         0.000000
               76            8          0         1               0              9    0.000000         0.000000
               77            2          0         7               0              9    0.000000         0.000000
               78            7          0         1               0              8    0.000000         0.000000
               79            7          0         1               0              8    0.000000         0.000000
               80            7          0         1               0              8    0.000000         0.000000
               81            7          0         1               0              8    0.000000         0.000000
               82            7          0         1               0              8    0.000000         0.000000
               83            7          0         1               0              8    0.000000         0.000000
               84            7          0         1               0              8    0.000000         0.000000
               85            7          0         1               0              8    0.000000         0.000000
               86            7          0         1               0              8    0.000000         0.000000
               87            7          0         1               0              8    0.000000         0.000000
               88            7          0         1               0              8    0.000000         0.000000
               89            7          0         1               0              8    0.000000         0.000000
               90            6          0         2               0              8    0.000000         0.000000
               91            6          0         2               0              8    0.000000         0.000000
               92            6          0         2               0              8    0.000000         0.000000
               93            6          0         2               0              8    0.000000         0.000000
               94            3          0         5               0              8    0.000000         0.000000
               95            6          0         2               0              8    0.000000         0.000000
               96            4          0         4               0              8    0.000000         0.000000
               97            5          0         3               0              8    0.000000         0.000000
               98            3          0         5               0              8    0.000000         0.000000
               99            6          0         1               0              7    0.000000         0.000000
              100            6          0         1               0              7    0.000000         0.000000
              101            6          0         1               0              7    0.000000         0.000000
              102            6          0         1               0              7    0.000000         0.000000
              103            6          0         1               0              7    0.000000         0.000000
              104            6          0         1               0              7    0.000000         0.000000
              105            6          0         1               0              7    0.000000         0.000000
              106            6          0         1               0              7    0.000000         0.000000
              107            6          0         1               0              7    0.000000         0.000000
              108            6          0         1               0              7    0.000000         0.000000
              109            6          0         1               0              7    0.000000         0.000000
              110            6          0         1               0              7    0.000000         0.000000
              111            6          0         1               0              7    0.000000         0.000000
              112            6          0         1               0              7    0.000000         0.000000
              113            6          0         1               0              7    0.000000         0.000000
              114            5          0         2               0              7    0.000000         0.000000
              115            5          0         2               0              7    0.000000         0.000000
              116            5          0         2               0              7    0.000000         0.000000
              117            4          0         3               0              7    0.000000         0.000000
              118            3          0         4               0              7    0.000000         0.000000
              119            4          0         3               0              7    0.000000         0.000000
              120            3          0         4               0              7    0.000000         0.000000
              121            5          0         2               0              7    0.000000         0.000000
              122            3          0         4               0              7    0.000000         0.000000
              123            5          0         1               0              6    0.000000         0.000000
              124            5          0         1               0              6    0.000000         0.000000
              125            5          0         1               0              6    0.000000         0.000000
              126            5          0         1               0              6    0.000000         0.000000
              127            5          0         1               0              6    0.000000         0.000000
              128            5          0         1               0              6    0.000000         0.000000
              129            5          0         1               0              6    0.000000         0.000000
              130            5          0         1               0              6    0.000000         0.000000
              131            5          0         1               0              6    0.000000         0.000000
              132            5          0         1               0              6    0.000000         0.000000
              133            5          0         1               0              6    0.000000         0.000000
              134            5          0         1               0              6    0.000000         0.000000
              135            5          0         1               0              6    0.000000         0.000000
              136            5          0         1               0              6    0.000000         0.000000
              137            5          0         1               0              6    0.000000         0.000000
              138            5          0         1               0              6    0.000000         0.000000
              139            5          0         1               0              6    0.000000         0.000000
              140            5          0         1               0              6    0.000000         0.000000
              141            5          0         1               0              6    0.000000         0.000000
              142            5          0         1               0              6    0.000000         0.000000
              143            5          0         1               0              6    0.000000         0.000000
              144            5          0         1               0              6    0.000000         0.000000
              145            5          0         1               0              6    0.000000         0.000000
              146            5          0         1               0              6    0.000000         0.000000
              147            5          0         1               0              6    0.000000         0.000000
              148            5          0         1               0              6    0.000000         0.000000
              149            5          0         1               0              6    0.000000         0.000000
              150            5          0         1               0              6    0.000000         0.000000
              151            5          0         1               0              6    0.000000         0.000000
              152            2          2         4               1              6    1.000000         0.250000
              153            4          0         2               0              6    0.000000         0.000000
              154            3          0         3               0              6    0.000000         0.000000
              155            4          0         2               0              6    0.000000         0.000000
              156            4          0         2               0              6    0.000000         0.000000
              157            4          0         2               0              6    0.000000         0.000000
              158            4          0         2               0              6    0.000000         0.000000
              159            3          0         3               0              6    0.000000         0.000000
              160            3          0         3               0              6    0.000000         0.000000
              161            4          0         2               0              6    0.000000         0.000000
              162            3          0         3               0              6    0.000000         0.000000
              163            4          0         1               0              5    0.000000         0.000000
              164            4          0         1               0              5    0.000000         0.000000
              165            4          0         1               0              5    0.000000         0.000000
              166            4          0         1               0              5    0.000000         0.000000
              167            4          0         1               0              5    0.000000         0.000000
              168            4          0         1               0              5    0.000000         0.000000
              169            4          0         1               0              5    0.000000         0.000000
              170            4          0         1               0              5    0.000000         0.000000
              171            4          0         1               0              5    0.000000         0.000000
              172            4          0         1               0              5    0.000000         0.000000
              173            4          0         1               0              5    0.000000         0.000000
              174            4          0         1               0              5    0.000000         0.000000
              175            4          0         1               0              5    0.000000         0.000000
              176            4          0         1               0              5    0.000000         0.000000
              177            3          0         2               0              5    0.000000         0.000000
              178            4          0         1               0              5    0.000000         0.000000
              179            4          0         1               0              5    0.000000         0.000000
              180            4          0         1               0              5    0.000000         0.000000
              181            4          0         1               0              5    0.000000         0.000000
              182            4          0         1               0              5    0.000000         0.000000
              183            4          0         1               0              5    0.000000         0.000000
              184            4          0         1               0              5    0.000000         0.000000
              185            4          0         1               0              5    0.000000         0.000000
              186            4          0         1               0              5    0.000000         0.000000
              187            1          0         4               0              5    0.000000         0.000000
              188            4          0         1               0              5    0.000000         0.000000
              189            4          0         1               0              5    0.000000         0.000000
              190            4          0         1               0              5    0.000000         0.000000
              191            4          0         1               0              5    0.000000         0.000000
              192            4          0         1               0              5    0.000000         0.000000
              193            4          0         1               0              5    0.000000         0.000000
              194            4          0         1               0              5    0.000000         0.000000
              195            4          0         1               0              5    0.000000         0.000000
              196            4          0         1               0              5    0.000000         0.000000
              197            4          0         1               0              5    0.000000         0.000000
              198            4          0         1               0              5    0.000000         0.000000
              199            4          0         1               0              5    0.000000         0.000000
              200            4          0         1               0              5    0.000000         0.000000
              201            4          0         1               0              5    0.000000         0.000000
              202            4          0         1               0              5    0.000000         0.000000
              203            4          0         1               0              5    0.000000         0.000000
              204            4          0         1               0              5    0.000000         0.000000
              205            4          0         1               0              5    0.000000         0.000000
              206            4          0         1               0              5    0.000000         0.000000
              207            1          0         4               0              5    0.000000         0.000000
              208            4          0         1               0              5    0.000000         0.000000
              209            4          0         1               0              5    0.000000         0.000000
              210            4          0         1               0              5    0.000000         0.000000
              211            4          0         1               0              5    0.000000         0.000000
              212            4          0         1               0              5    0.000000         0.000000
              213            4          0         1               0              5    0.000000         0.000000
              214            4          0         1               0              5    0.000000         0.000000
              215            3          0         2               0              5    0.000000         0.000000
              216            4          0         1               0              5    0.000000         0.000000
              217            4          0         1               0              5    0.000000         0.000000
              218            2          1         3               2              5    0.500000         0.666667
              219            4          0         1               0              5    0.000000         0.000000
              220            4          0         1               0              5    0.000000         0.000000
              221            4          0         1               0              5    0.000000         0.000000
              222            2          0         3               0              5    0.000000         0.000000
              223            3          0         2               0              5    0.000000         0.000000
              224            3          0         2               0              5    0.000000         0.000000
              225            3          0         2               0              5    0.000000         0.000000
              226            3          0         2               0              5    0.000000         0.000000
              227            3          0         2               0              5    0.000000         0.000000
              228            3          0         2               0              5    0.000000         0.000000
              229            3          0         2               0              5    0.000000         0.000000
              230            3          0         2               0              5    0.000000         0.000000
              231            3          0         2               0              5    0.000000         0.000000
              232            3          0         2               0              5    0.000000         0.000000
              233            3          0         2               0              5    0.000000         0.000000
              234            2          0         3               0              5    0.000000         0.000000
              235            3          0         2               0              5    0.000000         0.000000
              236            3          0         2               0              5    0.000000         0.000000
              237            3          0         2               0              5    0.000000         0.000000
              238            3          0         2               0              5    0.000000         0.000000
              239            3          0         2               0              5    0.000000         0.000000
              240            3          0         2               0              5    0.000000         0.000000
              241            2          0         3               0              5    0.000000         0.000000
              242            2          0         3               0              5    0.000000         0.000000
              243            2          0         3               0              5    0.000000         0.000000
              244            2          0         3               0              5    0.000000         0.000000
              245            2          0         3               0              5    0.000000         0.000000
              246            3          0         2               0              5    0.000000         0.000000
              247            2          0         3               0              5    0.000000         0.000000
              248            2          0         3               0              5    0.000000         0.000000
              249            3          0         2               0              5    0.000000         0.000000
              250            3          0         2               0              5    0.000000         0.000000
              251            3          0         1               0              4    0.000000         0.000000
              252            3          0         1               0              4    0.000000         0.000000
              253            3          0         1               0              4    0.000000         0.000000
              254            3          0         1               0              4    0.000000         0.000000
              255            3          0         1               0              4    0.000000         0.000000
              256            3          0         1               0              4    0.000000         0.000000
              257            3          0         1               0              4    0.000000         0.000000
              258            3          0         1               0              4    0.000000         0.000000
              259            3          0         1               0              4    0.000000         0.000000
              260            3          0         1               0              4    0.000000         0.000000
              261            3          0         1               0              4    0.000000         0.000000
              262            3          0         1               0              4    0.000000         0.000000
              263            3          0         1               0              4    0.000000         0.000000
              264            1          0         3               0              4    0.000000         0.000000
              265            3          0         1               0              4    0.000000         0.000000
              266            3          0         1               0              4    0.000000         0.000000
              267            3          0         1               0              4    0.000000         0.000000
              268            3          0         1               0              4    0.000000         0.000000
              269            3          0         1               0              4    0.000000         0.000000
              270            3          0         1               0              4    0.000000         0.000000
              271            3          0         1               0              4    0.000000         0.000000
              272            3          0         1               0              4    0.000000         0.000000
              273            3          0         1               0              4    0.000000         0.000000
              274            3          0         1               0              4    0.000000         0.000000
              275            3          0         1               0              4    0.000000         0.000000
              276            3          0         1               0              4    0.000000         0.000000
              277            1          0         3               0              4    0.000000         0.000000
              278            3          0         1               0              4    0.000000         0.000000
              279            3          0         1               0              4    0.000000         0.000000
              280            3          0         1               0              4    0.000000         0.000000
              281            3          0         1               0              4    0.000000         0.000000
              282            3          0         1               0              4    0.000000         0.000000
              283            3          0         1               0              4    0.000000         0.000000
              284            3          0         1               0              4    0.000000         0.000000
              285            3          0         1               0              4    0.000000         0.000000
              286            3          0         1               0              4    0.000000         0.000000
              287            3          0         1               0              4    0.000000         0.000000
              288            3          0         1               0              4    0.000000         0.000000
              289            3          0         1               0              4    0.000000         0.000000
              290            3          0         1               0              4    0.000000         0.000000
              291            1          0         3               0              4    0.000000         0.000000
              292            3          0         1               0              4    0.000000         0.000000
              293            3          0         1               0              4    0.000000         0.000000
              294            3          0         1               0              4    0.000000         0.000000
              295            1          0         3               0              4    0.000000         0.000000
              296            3          0         1               0              4    0.000000         0.000000
              297            3          0         1               0              4    0.000000         0.000000
              298            3          0         1               0              4    0.000000         0.000000
              299            3          0         1               0              4    0.000000         0.000000
              300            3          0         1               0              4    0.000000         0.000000
              301            3          0         1               0              4    0.000000         0.000000
              302            3          0         1               0              4    0.000000         0.000000
              303            3          0         1               0              4    0.000000         0.000000
              304            3          0         1               0              4    0.000000         0.000000
              305            3          0         1               0              4    0.000000         0.000000
              306            3          0         1               0              4    0.000000         0.000000
              307            3          0         1               0              4    0.000000         0.000000
              308            3          0         1               0              4    0.000000         0.000000
              309            3          0         1               0              4    0.000000         0.000000
              310            3          0         1               0              4    0.000000         0.000000
              311            3          0         1               0              4    0.000000         0.000000
              312            3          0         1               0              4    0.000000         0.000000
              313            3          0         1               0              4    0.000000         0.000000
              314            3          0         1               0              4    0.000000         0.000000
              315            3          0         1               0              4    0.000000         0.000000
              316            3          0         1               0              4    0.000000         0.000000
              317            3          0         1               0              4    0.000000         0.000000
              318            3          0         1               0              4    0.000000         0.000000
              319            3          0         1               0              4    0.000000         0.000000
              320            3          0         1               0              4    0.000000         0.000000
              321            3          0         1               0              4    0.000000         0.000000
              322            3          0         1               0              4    0.000000         0.000000
              323            3          0         1               0              4    0.000000         0.000000
              324            3          0         1               0              4    0.000000         0.000000
              325            3          0         1               0              4    0.000000         0.000000
              326            3          0         1               0              4    0.000000         0.000000
              327            1          0         3               0              4    0.000000         0.000000
              328            3          0         1               0              4    0.000000         0.000000
              329            3          0         1               0              4    0.000000         0.000000
              330            3          0         1               0              4    0.000000         0.000000
              331            3          0         1               0              4    0.000000         0.000000
              332            3          0         1               0              4    0.000000         0.000000
              333            3          0         1               0              4    0.000000         0.000000
              334            3          0         1               0              4    0.000000         0.000000
              335            3          0         1               0              4    0.000000         0.000000
              336            3          0         1               0              4    0.000000         0.000000
              337            3          0         1               0              4    0.000000         0.000000
              338            3          0         1               0              4    0.000000         0.000000
              339            1          0         3               0              4    0.000000         0.000000
              340            3          0         1               0              4    0.000000         0.000000
              341            3          0         1               0              4    0.000000         0.000000
              342            3          0         1               0              4    0.000000         0.000000
              343            3          0         1               0              4    0.000000         0.000000
              344            3          0         1               0              4    0.000000         0.000000
              345            3          0         1               0              4    0.000000         0.000000
              346            3          0         1               0              4    0.000000         0.000000
              347            3          0         1               0              4    0.000000         0.000000
              348            3          0         1               0              4    0.000000         0.000000
              349            3          0         1               0              4    0.000000         0.000000
              350            3          0         1               0              4    0.000000         0.000000
              351            3          0         1               0              4    0.000000         0.000000
              352            3          0         1               0              4    0.000000         0.000000
              353            3          0         1               0              4    0.000000         0.000000
              354            3          0         1               0              4    0.000000         0.000000
              355            3          0         1               0              4    0.000000         0.000000
              356            3          0         1               0              4    0.000000         0.000000
              357            3          0         1               0              4    0.000000         0.000000
              358            3          0         1               0              4    0.000000         0.000000
              359            3          0         1               0              4    0.000000         0.000000
              360            3          0         1               0              4    0.000000         0.000000
              361            3          0         1               0              4    0.000000         0.000000
              362            3          0         1               0              4    0.000000         0.000000
              363            3          0         1               0              4    0.000000         0.000000
              364            3          0         1               0              4    0.000000         0.000000
              365            3          0         1               0              4    0.000000         0.000000
              366            3          0         1               0              4    0.000000         0.000000
              367            1          0         3               0              4    0.000000         0.000000
              368            3          0         1               0              4    0.000000         0.000000
              369            3          0         1               0              4    0.000000         0.000000
              370            3          0         1               0              4    0.000000         0.000000
              371            3          0         1               0              4    0.000000         0.000000
              372            3          0         1               0              4    0.000000         0.000000
              373            3          0         1               0              4    0.000000         0.000000
              374            3          0         1               0              4    0.000000         0.000000
              375            2          0         2               0              4    0.000000         0.000000
              376            2          0         2               0              4    0.000000         0.000000
              377            2          0         2               0              4    0.000000         0.000000
              378            2          0         2               0              4    0.000000         0.000000
              379            2          0         2               0              4    0.000000         0.000000
              380            2          0         2               0              4    0.000000         0.000000
              381            2          0         2               0              4    0.000000         0.000000
              382            2          0         2               0              4    0.000000         0.000000
              383            2          0         2               0              4    0.000000         0.000000
              384            2          1         2               1              4    0.500000         0.500000
              385            2          0         2               0              4    0.000000         0.000000
              386            2          0         2               0              4    0.000000         0.000000
              387            2          0         2               0              4    0.000000         0.000000
              388            2          0         2               0              4    0.000000         0.000000
              389            2          0         2               0              4    0.000000         0.000000
              390            2          0         2               0              4    0.000000         0.000000
              391            2          0         2               0              4    0.000000         0.000000
              392            2          0         2               0              4    0.000000         0.000000
              393            2          0         2               0              4    0.000000         0.000000
              394            2          0         2               0              4    0.000000         0.000000
              395            2          0         2               0              4    0.000000         0.000000
              396            2          0         2               0              4    0.000000         0.000000
              397            2          0         2               0              4    0.000000         0.000000
              398            2          0         2               0              4    0.000000         0.000000
              399            2          0         2               0              4    0.000000         0.000000
              400            2          0         2               0              4    0.000000         0.000000
